序号,名称2,产区2,种植海拔2,品种2,处理方式2,烘焙度2,杯测日期2,杯测人员
Y-1,耶加雪啡G1,Aricha,1900m,Indigenous heirloom,日晒,浅烘,2021/4/7,zero;bai;cc;zouzou
